"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
6206162,240574,6446736,01:47:26.736,322032,00:05:22.032,25.0,31.53,-0.84,0.08,-0.19,0.86,755,24.0,2484,428,106
6206162,240619,6446781,01:47:26.781,322077,00:05:22.077,24.9,31.31,-0.73,0.12,-0.27,0.79,755,24.0,2484,428,109
6206162,240664,6446826,01:47:26.826,322122,00:05:22.122,24.9,31.34,-0.58,0.19,-0.36,0.71,755,24.0,2484,429,104
6206162,240712,6446874,01:47:26.874,322170,00:05:22.170,24.9,31.54,-0.41,0.23,-0.44,0.64,755,24.0,2484,433,108
6206162,240757,6446919,01:47:26.919,322215,00:05:22.215,24.9,31.91,-0.19,0.05,-0.52,0.56,755,24.0,2484,429,108
6206162,240802,6446964,01:47:26.964,322260,00:05:22.260,24.9,32.25,-0.11,0.05,-0.53,0.54,755,24.0,2484,437,111
6206162,240847,6447009,01:47:27.009,322305,00:05:22.305,24.9,32.54,0.00,0.09,-0.67,0.68,758,23.9,2458,436,109
6206162,240892,6447054,01:47:27.054,322350,00:05:22.350,24.9,32.74,0.06,0.25,-0.39,0.47,758,23.9,2458,428,112
6206162,240937,6447099,01:47:27.099,322395,00:05:22.395,25.0,32.85,0.09,0.55,-0.48,0.74,758,23.9,2458,430,108
6206162,240982,6447144,01:47:27.144,322440,00:05:22.440,24.9,33.01,0.08,0.77,-0.50,0.92,758,23.9,2458,430,108
6206162,241027,6447189,01:47:27.189,322485,00:05:22.485,25.0,33.01,0.34,0.95,-0.53,1.14,758,23.9,2458,431,108
6206162,241075,6447237,01:47:27.237,322533,00:05:22.533,25.0,33.06,0.42,1.02,-0.27,1.14,758,23.9,2458,429,107
6206162,241120,6447282,01:47:27.282,322578,00:05:22.578,25.0,32.99,0.70,1.81,-0.36,1.97,758,23.9,2458,431,110
6206162,241165,6447327,01:47:27.327,322623,00:05:22.623,25.0,32.98,-0.09,1.42,-0.08,1.43,758,23.9,2458,423,106
6206162,241210,6447372,01:47:27.372,322668,00:05:22.668,25.0,32.91,-0.33,1.36,0.11,1.40,758,23.9,2458,436,109
6206162,241255,6447417,01:47:27.417,322713,00:05:22.713,25.0,32.88,-0.30,1.92,-0.17,1.95,758,23.9,2458,428,108
6206162,241300,6447462,01:47:27.462,322758,00:05:22.758,25.0,32.82,-0.38,1.31,0.12,1.37,758,23.9,2458,433,105
6206162,241345,6447507,01:47:27.507,322803,00:05:22.803,25.0,32.79,-0.31,1.47,0.23,1.52,758,23.9,2458,427,110
6206162,241390,6447552,01:47:27.552,322848,00:05:22.848,25.0,32.78,-0.20,1.33,0.17,1.36,758,23.9,2458,426,107
6206162,241435,6447597,01:47:27.597,322893,00:05:22.893,25.0,32.80,-0.11,1.20,0.16,1.22,758,23.9,2458,425,106
6206162,241483,6447645,01:47:27.645,322941,00:05:22.941,25.0,32.80,-0.08,1.25,0.19,1.27,758,23.9,2458,422,108
6206162,241528,6447690,01:47:27.690,322986,00:05:22.986,24.9,32.88,-0.09,1.34,0.23,1.36,758,23.9,2458,424,110
6206162,241573,6447735,01:47:27.735,323031,00:05:23.031,25.0,32.96,-0.02,1.25,0.27,1.28,758,23.9,2458,432,105
6206162,241618,6447780,01:47:27.780,323076,00:05:23.076,25.0,33.02,0.27,1.45,0.17,1.48,758,23.9,2458,430,104
6206162,241663,6447825,01:47:27.825,323121,00:05:23.121,25.0,33.05,-0.14,1.48,0.28,1.51,758,23.9,2458,432,111
6206162,241708,6447870,01:47:27.870,323166,00:05:23.166,25.0,33.11,-0.27,1.22,0.22,1.27,758,23.9,2458,431,103
6206162,241753,6447915,01:47:27.915,323211,00:05:23.211,25.0,33.11,-0.42,1.36,0.23,1.44,758,23.9,2458,430,108
6206162,241798,6447960,01:47:27.960,323256,00:05:23.256,25.0,33.05,-0.39,1.23,0.23,1.31,758,23.9,2458,422,104
6206162,241843,6448005,01:47:28.005,323301,00:05:23.301,25.0,33.01,-0.33,1.28,0.12,1.33,760,23.9,2437,424,107
6206162,241891,6448053,01:47:28.053,323349,00:05:23.349,25.0,32.93,-0.28,1.14,0.11,1.18,760,23.9,2437,429,108
6206162,241936,6448098,01:47:28.098,323394,00:05:23.394,24.9,32.76,-0.44,1.20,-0.02,1.28,760,23.9,2437,436,107
6206162,241981,6448143,01:47:28.143,323439,00:05:23.439,25.0,32.50,-0.36,0.69,0.05,0.78,760,23.9,2437,430,107
6206162,242026,6448188,01:47:28.188,323484,00:05:23.484,25.0,32.17,-0.47,0.75,-0.14,0.90,760,23.9,2437,436,109
6206162,242071,6448233,01:47:28.233,323529,00:05:23.529,25.0,31.75,-0.39,0.58,-0.11,0.71,760,23.9,2437,427,106
6206162,242116,6448278,01:47:28.278,323574,00:05:23.574,25.0,31.39,-0.56,0.31,-0.22,0.68,760,23.9,2437,429,107
6206162,242161,6448323,01:47:28.323,323619,00:05:23.619,25.0,31.58,-0.52,-0.33,-0.23,0.66,760,23.9,2437,427,108
6206162,242206,6448368,01:47:28.368,323664,00:05:23.664,25.0,31.93,-0.73,0.33,-0.52,0.96,760,23.9,2437,429,110
6206162,242251,6448413,01:47:28.413,323709,00:05:23.709,25.0,32.30,-1.08,0.05,-0.42,1.16,760,23.9,2437,426,111
6206162,242299,6448461,01:47:28.461,323757,00:05:23.757,25.0,32.60,-1.00,-0.12,-0.11,1.01,760,23.9,2437,434,107
6206162,242344,6448506,01:47:28.506,323802,00:05:23.802,25.0,32.86,-1.22,-0.59,0.08,1.36,760,23.9,2437,436,109
6206162,242389,6448551,01:47:28.551,323847,00:05:23.847,24.9,33.02,-1.22,-0.34,0.08,1.27,760,23.9,2437,437,112
6206162,242434,6448596,01:47:28.596,323892,00:05:23.892,24.9,33.17,-1.41,-0.59,0.08,1.53,760,23.9,2437,433,113
6206162,242479,6448641,01:47:28.641,323937,00:05:23.937,24.9,33.17,-1.31,-0.38,0.14,1.37,760,23.9,2437,443,121
6206162,242524,6448686,01:47:28.686,323982,00:05:23.982,24.9,33.18,-1.41,-0.58,0.19,1.54,760,23.9,2437,432,109
6206162,242569,6448731,01:47:28.731,324027,00:05:24.027,24.9,33.11,-1.22,-0.30,0.20,1.27,760,23.9,2437,436,109
6206162,242614,6448776,01:47:28.776,324072,00:05:24.072,24.9,33.07,-1.20,-0.41,0.09,1.27,760,23.9,2437,437,112
6206162,242659,6448821,01:47:28.821,324117,00:05:24.117,24.9,32.93,-1.30,-0.12,0.20,1.32,760,23.9,2437,435,111
6206162,242707,6448869,01:47:28.869,324165,00:05:24.165,24.9,32.91,-1.27,-0.47,0.25,1.38,760,23.9,2437,434,113
6206162,242752,6448914,01:47:28.914,324210,00:05:24.210,24.9,32.84,-1.41,-0.33,0.31,1.48,760,23.9,2437,436,115
6206162,242797,6448959,01:47:28.959,324255,00:05:24.255,24.9,32.88,-1.05,-0.56,0.23,1.21,760,23.9,2437,440,108
6206162,242842,6449004,01:47:29.004,324300,00:05:24.300,24.9,32.92,-1.31,-0.16,0.39,1.38,763,23.9,2403,437,112
6206162,242887,6449049,01:47:29.049,324345,00:05:24.345,24.9,32.99,-1.22,-0.34,0.36,1.32,763,23.9,2403,437,115
6206162,242932,6449094,01:47:29.094,324390,00:05:24.390,24.9,33.03,-1.08,-0.11,0.23,1.11,763,23.9,2403,444,114
6206162,242977,6449139,01:47:29.139,324435,00:05:24.435,24.9,33.11,-1.20,-0.45,0.08,1.28,763,23.9,2403,444,113
6206162,243022,6449184,01:47:29.184,324480,00:05:24.480,24.9,33.10,-1.00,-0.55,0.05,1.14,763,23.9,2403,446,118
6206162,243067,6449229,01:47:29.229,324525,00:05:24.525,24.9,33.11,-0.95,-0.66,-0.08,1.16,763,23.9,2403,437,113
6206162,243115,6449277,01:47:29.277,324573,00:05:24.573,24.9,33.09,-0.72,-0.58,-0.05,0.93,763,23.9,2403,436,114
6206162,243160,6449322,01:47:29.322,324618,00:05:24.618,24.9,33.01,-0.59,-0.36,-0.16,0.71,763,23.9,2403,441,112
6206162,243205,6449367,01:47:29.367,324663,00:05:24.663,24.9,32.97,-0.56,-0.33,-0.23,0.69,763,23.9,2403,434,111
6206162,243250,6449412,01:47:29.412,324708,00:05:24.708,24.9,32.85,-0.45,-0.16,-0.23,0.53,763,23.9,2403,436,114
6206162,243295,6449457,01:47:29.457,324753,00:05:24.753,24.9,32.69,-0.44,-0.06,-0.31,0.54,763,23.9,2403,437,114
6206162,243340,6449502,01:47:29.502,324798,00:05:24.798,24.9,32.51,-0.34,-0.06,-0.39,0.52,763,23.9,2403,438,117
6206162,243385,6449547,01:47:29.547,324843,00:05:24.843,24.9,32.34,-0.33,0.16,-0.48,0.60,763,23.9,2403,440,111
6206162,243430,6449592,01:47:29.592,324888,00:05:24.888,24.9,32.08,-0.28,0.31,-0.53,0.67,763,23.9,2403,433,112
6206162,243475,6449637,01:47:29.637,324933,00:05:24.933,24.9,31.79,-0.12,0.53,-0.53,0.76,763,23.9,2403,434,113
6206162,243523,6449685,01:47:29.685,324981,00:05:24.981,24.9,31.72,-0.11,0.84,-0.64,1.06,763,23.9,2403,436,113
6206162,243568,6449730,01:47:29.730,325026,00:05:25.026,24.9,31.88,0.12,0.97,-0.53,1.11,763,23.9,2403,438,114
6206162,243613,6449775,01:47:29.775,325071,00:05:25.071,24.9,32.19,0.50,0.77,-0.39,1.00,763,23.9,2403,433,108
6206162,243658,6449820,01:47:29.820,325116,00:05:25.116,24.9,32.47,0.47,1.11,-0.38,1.26,763,23.9,2403,442,111
6206162,243703,6449865,01:47:29.865,325161,00:05:25.161,24.9,32.67,0.70,1.17,-0.31,1.40,763,23.9,2403,434,112
6206162,243748,6449910,01:47:29.910,325206,00:05:25.206,24.9,32.88,0.31,1.20,-0.14,1.25,763,23.9,2403,437,110
6206162,243793,6449955,01:47:29.955,325251,00:05:25.251,24.9,33.09,0.55,1.33,-0.06,1.44,763,23.9,2403,434,109
6206162,243838,6450000,01:47:30.000,325296,00:05:25.296,24.9,33.22,0.45,1.44,-0.17,1.52,765,24.0,2381,429,109
6206162,243883,6450045,01:47:30.045,325341,00:05:25.341,24.9,33.34,1.00,1.34,-0.05,1.67,765,24.0,2381,434,111
6206162,243931,6450093,01:47:30.093,325389,00:05:25.389,24.9,33.36,0.45,1.23,0.05,1.31,765,24.0,2381,433,110
6206162,243976,6450138,01:47:30.138,325434,00:05:25.434,24.9,33.44,0.53,1.14,0.11,1.26,765,24.0,2381,433,109
6206162,244021,6450183,01:47:30.183,325479,00:05:25.479,24.9,33.34,0.66,1.31,0.20,1.48,765,24.0,2381,435,113
6206162,244066,6450228,01:47:30.228,325524,00:05:25.524,24.9,33.20,0.41,1.11,0.19,1.20,765,24.0,2381,433,112
6206162,244111,6450273,01:47:30.273,325569,00:05:25.569,24.9,33.20,0.19,1.27,0.17,1.30,765,24.0,2381,434,114
6206162,244156,6450318,01:47:30.318,325614,00:05:25.614,24.9,32.96,0.89,1.05,0.09,1.38,765,24.0,2381,435,113
6206162,244201,6450363,01:47:30.363,325659,00:05:25.659,24.9,33.40,0.69,1.20,0.19,1.40,765,24.0,2381,436,111
6206162,244246,6450408,01:47:30.408,325704,00:05:25.704,24.9,33.04,0.83,1.17,0.17,1.44,765,24.0,2381,441,110
6206162,244291,6450453,01:47:30.453,325749,00:05:25.749,24.9,33.17,0.53,1.19,0.14,1.31,765,24.0,2381,427,112
6206162,244339,6450501,01:47:30.501,325797,00:05:25.797,24.9,33.41,0.09,1.36,0.20,1.38,765,24.0,2381,429,108
6206162,244384,6450546,01:47:30.546,325842,00:05:25.842,24.9,33.47,0.52,1.42,0.06,1.51,765,24.0,2381,434,114
6206162,244429,6450591,01:47:30.591,325887,00:05:25.887,24.9,33.39,0.38,1.38,0.09,1.43,765,24.0,2381,431,110
6206162,244474,6450636,01:47:30.636,325932,00:05:25.932,24.9,33.26,0.36,1.30,0.00,1.35,765,24.0,2381,440,109
6206162,244519,6450681,01:47:30.681,325977,00:05:25.977,24.9,33.15,0.22,1.00,0.08,1.03,765,24.0,2381,435,113
6206162,244564,6450726,01:47:30.726,326022,00:05:26.022,24.9,33.09,0.28,0.92,-0.03,0.96,765,24.0,2381,440,112
6206162,244609,6450771,01:47:30.771,326067,00:05:26.067,25.0,33.11,0.25,0.89,-0.16,0.94,765,24.0,2381,432,110
6206162,244654,6450816,01:47:30.816,326112,00:05:26.112,25.0,33.17,0.23,0.81,-0.16,0.86,765,24.0,2381,436,114
6206162,244699,6450861,01:47:30.861,326157,00:05:26.157,25.0,33.26,0.14,0.75,-0.14,0.78,765,24.0,2381,429,109
6206162,244747,6450909,01:47:30.909,326205,00:05:26.205,25.0,33.36,0.14,0.92,-0.27,0.97,765,24.0,2381,434,115
6206162,244792,6450954,01:47:30.954,326250,00:05:26.250,24.9,33.40,0.12,0.94,-0.34,1.01,765,24.0,2381,439,115
6206162,244837,6450999,01:47:30.999,326295,00:05:26.295,25.0,33.51,-0.11,1.05,-0.27,1.09,767,23.9,2358,435,112
6206162,244882,6451044,01:47:31.044,326340,00:05:26.340,25.0,33.59,-0.12,1.03,-0.17,1.05,767,23.9,2358,440,105
6206162,244927,6451089,01:47:31.089,326385,00:05:26.385,25.0,33.57,0.12,1.27,-0.20,1.29,767,23.9,2358,440,110
6206162,244972,6451134,01:47:31.134,326430,00:05:26.430,25.0,33.64,0.42,1.45,-0.12,1.51,767,23.9,2358,437,110
6206162,245017,6451179,01:47:31.179,326475,00:05:26.475,24.9,33.64,0.28,1.31,-0.17,1.35,767,23.9,2358,441,112
6206162,245062,6451224,01:47:31.224,326520,00:05:26.520,25.0,33.63,0.42,1.48,0.06,1.54,767,23.9,2358,448,118
6206162,245107,6451269,01:47:31.269,326565,00:05:26.565,24.9,33.59,0.12,1.25,0.20,1.27,767,23.9,2358,449,115
6206162,245155,6451317,01:47:31.317,326613,00:05:26.613,24.9,33.53,0.19,1.34,0.11,1.36,767,23.9,2358,438,113
6206162,245241,6451403,01:47:31.403,326699,00:05:26.699,24.9,33.39,0.00,1.38,0.02,1.38,767,23.9,2358,449,114
6206162,245286,6451448,01:47:31.448,326744,00:05:26.744,24.9,33.32,0.02,1.27,0.03,1.27,767,23.9,2358,443,119
6206162,245331,6451493,01:47:31.493,326789,00:05:26.789,24.9,33.15,0.08,1.16,0.08,1.17,767,23.9,2358,437,114
6206162,245376,6451538,01:47:31.538,326834,00:05:26.834,24.9,33.10,-0.03,1.22,0.08,1.22,767,23.9,2358,441,115
6206162,245421,6451583,01:47:31.583,326879,00:05:26.879,24.9,33.08,0.08,1.33,0.19,1.35,767,23.9,2358,440,116
6206162,245466,6451628,01:47:31.628,326924,00:05:26.924,24.9,33.14,-0.14,1.27,0.14,1.29,767,23.9,2358,448,114
6206162,245511,6451673,01:47:31.673,326969,00:05:26.969,24.9,33.31,0.17,1.44,0.09,1.45,767,23.9,2358,442,112
6206162,245556,6451718,01:47:31.718,327014,00:05:27.014,24.9,33.43,-0.03,1.14,0.11,1.15,767,23.9,2358,434,113
6206162,245613,6451775,01:47:31.775,327071,00:05:27.071,24.9,33.61,0.17,1.14,-0.03,1.15,767,23.9,2358,436,117
6206162,245658,6451820,01:47:31.820,327116,00:05:27.116,24.9,33.77,0.11,1.20,-0.08,1.21,767,23.9,2358,438,118
6206162,245703,6451865,01:47:31.865,327161,00:05:27.161,24.9,33.88,0.19,1.08,-0.11,1.10,767,23.9,2358,442,113
6206162,245748,6451910,01:47:31.910,327206,00:05:27.206,24.9,34.02,0.19,0.94,-0.09,0.96,767,23.9,2358,435,112
6206162,245793,6451955,01:47:31.955,327251,00:05:27.251,24.9,34.05,0.12,0.86,-0.17,0.88,767,23.9,2358,439,111
6206162,245838,6452000,01:47:32.000,327296,00:05:27.296,24.9,34.01,0.09,0.86,-0.27,0.91,769,23.9,2336,441,117
6206162,245883,6452045,01:47:32.045,327341,00:05:27.341,24.9,34.01,0.27,0.52,-0.45,0.74,769,23.9,2336,438,115
6206162,245928,6452090,01:47:32.090,327386,00:05:27.386,24.9,33.91,-0.08,0.45,-0.41,0.61,769,23.9,2336,439,114
6206162,245973,6452135,01:47:32.135,327431,00:05:27.431,24.9,33.83,-0.17,0.52,-0.45,0.71,769,23.9,2336,436,114
6206162,246021,6452183,01:47:32.183,327479,00:05:27.479,24.9,33.73,-0.50,0.53,-0.38,0.82,769,23.9,2336,435,109
6206162,246066,6452228,01:47:32.228,327524,00:05:27.524,24.9,33.53,-0.48,0.48,-0.33,0.75,769,23.9,2336,441,112
6206162,246111,6452273,01:47:32.273,327569,00:05:27.569,24.9,33.35,-0.61,0.48,-0.23,0.81,769,23.9,2336,443,112
6206162,246156,6452318,01:47:32.318,327614,00:05:27.614,24.9,33.18,-0.58,0.73,-0.30,0.98,769,23.9,2336,441,115
6206162,246201,6452363,01:47:32.363,327659,00:05:27.659,24.9,32.98,-0.98,0.89,-0.11,1.33,769,23.9,2336,442,114
6206162,246246,6452408,01:47:32.408,327704,00:05:27.704,24.9,32.81,-1.25,0.67,-0.17,1.43,769,23.9,2336,441,116
6206162,246291,6452453,01:47:32.453,327749,00:05:27.749,24.9,32.81,-1.05,0.72,-0.14,1.28,769,23.9,2336,445,112
6206162,246336,6452498,01:47:32.498,327794,00:05:27.794,24.9,32.87,-1.50,0.42,0.08,1.56,769,23.9,2336,441,113
6206162,246381,6452543,01:47:32.543,327839,00:05:27.839,24.9,32.97,-1.11,0.59,0.11,1.26,769,23.9,2336,444,113
6206162,246429,6452591,01:47:32.591,327887,00:05:27.887,24.9,33.10,-1.20,0.56,0.09,1.33,769,23.9,2336,437,112
6206162,246474,6452636,01:47:32.636,327932,00:05:27.932,24.9,33.16,-1.28,0.47,0.08,1.37,769,23.9,2336,445,118
6206162,246519,6452681,01:47:32.681,327977,00:05:27.977,24.9,33.18,-1.19,0.34,0.08,1.24,769,23.9,2336,445,119
6206162,246564,6452726,01:47:32.726,328022,00:05:28.022,24.9,33.20,-1.17,0.42,0.11,1.25,769,23.9,2336,439,110
6206162,246609,6452771,01:47:32.771,328067,00:05:28.067,24.9,33.17,-1.00,0.42,0.11,1.09,769,23.9,2336,444,114
6206162,246654,6452816,01:47:32.816,328112,00:05:28.112,24.9,33.14,-1.16,0.48,0.17,1.27,769,23.9,2336,445,118
6206162,246699,6452861,01:47:32.861,328157,00:05:28.157,24.9,33.19,-1.25,0.48,0.16,1.35,769,23.9,2336,445,117
6206162,246744,6452906,01:47:32.906,328202,00:05:28.202,24.9,33.21,-1.05,0.58,0.14,1.21,769,23.9,2336,452,118
6206162,246789,6452951,01:47:32.951,328247,00:05:28.247,24.9,33.16,-1.08,0.48,0.12,1.19,769,23.9,2336,446,115
6206162,246837,6452999,01:47:32.999,328295,00:05:28.295,24.9,33.19,-0.98,0.55,0.12,1.13,772,23.9,2309,445,116
6206162,246882,6453044,01:47:33.044,328340,00:05:28.340,24.9,32.97,-1.09,0.59,0.00,1.24,772,23.9,2309,446,116
6206162,246927,6453089,01:47:33.089,328385,00:05:28.385,24.9,33.05,-1.20,0.42,-0.03,1.27,772,23.9,2309,441,116
6206162,246972,6453134,01:47:33.134,328430,00:05:28.430,24.9,33.02,-1.14,0.17,-0.09,1.16,772,23.9,2309,443,111
6206162,247017,6453179,01:47:33.179,328475,00:05:28.475,24.9,32.44,-1.00,0.27,-0.06,1.04,772,23.9,2309,443,112
6206162,247062,6453224,01:47:33.224,328520,00:05:28.520,24.9,32.54,-0.88,0.28,-0.17,0.94,772,23.9,2309,440,112
6206162,247107,6453269,01:47:33.269,328565,00:05:28.565,24.9,32.46,-0.78,0.23,-0.17,0.83,772,23.9,2309,446,118
6206162,247152,6453314,01:47:33.314,328610,00:05:28.610,24.9,32.31,-0.70,0.22,-0.27,0.78,772,23.9,2309,449,117
6206162,247200,6453362,01:47:33.362,328658,00:05:28.658,24.9,32.19,-0.66,0.16,-0.38,0.78,772,23.9,2309,439,114
6206162,247245,6453407,01:47:33.407,328703,00:05:28.703,24.9,32.00,-0.48,-0.03,-0.34,0.59,772,23.9,2309,437,116
6206162,247290,6453452,01:47:33.452,328748,00:05:28.748,24.9,31.92,-0.66,0.23,-0.34,0.78,772,23.9,2309,443,117
6206162,247335,6453497,01:47:33.497,328793,00:05:28.793,25.0,31.90,-0.50,0.22,-0.42,0.69,772,23.9,2309,439,118
6206162,247380,6453542,01:47:33.542,328838,00:05:28.838,24.9,32.10,-0.47,0.16,-0.45,0.67,772,23.9,2309,443,114
6206162,247425,6453587,01:47:33.587,328883,00:05:28.883,24.9,32.27,-0.27,-0.02,-0.50,0.57,772,23.9,2309,442,117
6206162,247470,6453632,01:47:33.632,328928,00:05:28.928,24.9,32.51,-0.25,-0.02,-0.53,0.59,772,23.9,2309,445,115
6206162,247515,6453677,01:47:33.677,328973,00:05:28.973,24.9,32.71,-0.12,-0.06,-0.53,0.55,772,23.9,2309,444,114
6206162,247560,6453722,01:47:33.722,329018,00:05:29.018,24.9,32.92,-0.05,-0.09,-0.50,0.51,772,23.9,2309,435,118
6206162,247608,6453770,01:47:33.770,329066,00:05:29.066,24.9,33.08,0.05,-0.12,-0.55,0.57,772,23.9,2309,443,116
6206162,247653,6453815,01:47:33.815,329111,00:05:29.111,24.9,33.25,0.22,-0.27,-0.62,0.71,772,23.9,2309,445,121
6206162,247698,6453860,01:47:33.860,329156,00:05:29.156,24.9,33.40,0.47,-0.28,-0.61,0.82,772,23.9,2309,443,115
6206162,247743,6453905,01:47:33.905,329201,00:05:29.201,25.0,33.57,0.66,-0.25,-0.78,1.05,772,23.9,2309,442,116
6206162,247788,6453950,01:47:33.950,329246,00:05:29.246,25.0,33.64,0.81,-0.20,-0.50,0.97,774,23.9,2281,446,122
6206162,247833,6453995,01:47:33.995,329291,00:05:29.291,25.0,33.72,0.92,0.69,-0.58,1.29,774,24.0,2282,448,123
6206162,247878,6454040,01:47:34.040,329336,00:05:29.336,25.0,33.78,0.41,0.20,-0.22,0.51,774,24.0,2282,452,125
6206162,247923,6454085,01:47:34.085,329381,00:05:29.381,25.0,33.86,0.80,0.78,-0.52,1.23,774,24.0,2282,445,120
6206162,247968,6454130,01:47:34.130,329426,00:05:29.426,25.0,33.86,1.08,0.83,-0.33,1.40,774,24.0,2282,452,124
6206162,248016,6454178,01:47:34.178,329474,00:05:29.474,25.0,33.93,1.50,0.22,-0.20,1.53,774,24.0,2282,447,122
6206162,248061,6454223,01:47:34.223,329519,00:05:29.519,25.0,33.90,1.36,0.42,-0.06,1.42,774,24.0,2282,444,121
6206162,248106,6454268,01:47:34.268,329564,00:05:29.564,25.0,33.82,1.98,0.08,-0.45,2.03,774,24.0,2282,446,122
6206162,248151,6454313,01:47:34.313,329609,00:05:29.609,25.0,33.76,-0.25,1.05,-0.31,1.12,774,24.0,2282,442,123
6206162,248196,6454358,01:47:34.358,329654,00:05:29.654,25.0,33.63,1.53,0.70,-0.19,1.69,774,24.0,2282,447,119
6206162,248241,6454403,01:47:34.403,329699,00:05:29.699,25.0,33.51,1.34,0.22,0.12,1.36,774,24.0,2282,439,120
6206162,248286,6454448,01:47:34.448,329744,00:05:29.744,25.0,33.37,1.20,0.36,0.14,1.26,774,24.0,2282,443,122
6206162,248331,6454493,01:47:34.493,329789,00:05:29.789,25.0,33.26,1.19,0.45,0.12,1.28,774,24.0,2282,445,126
6206162,248376,6454538,01:47:34.538,329834,00:05:29.834,25.0,33.16,0.98,0.23,0.14,1.02,774,24.0,2282,445,121
6206162,248424,6454586,01:47:34.586,329882,00:05:29.882,25.0,33.21,1.16,0.72,0.17,1.38,774,24.0,2282,440,120
6206162,248469,6454631,01:47:34.631,329927,00:05:29.927,25.0,33.24,1.50,0.42,-0.03,1.56,774,24.0,2282,443,122
6206162,248514,6454676,01:47:34.676,329972,00:05:29.972,25.0,33.33,1.25,0.86,0.12,1.52,774,24.0,2282,446,121
6206162,248559,6454721,01:47:34.721,330017,00:05:30.017,24.9,33.47,1.22,0.92,0.11,1.53,774,24.0,2282,433,117
6206162,248604,6454766,01:47:34.766,330062,00:05:30.062,24.9,33.67,1.34,0.81,0.05,1.57,774,24.0,2282,440,120
6206162,248649,6454811,01:47:34.811,330107,00:05:30.107,24.9,33.86,1.34,0.89,-0.03,1.61,774,24.0,2282,442,120
6206162,248694,6454856,01:47:34.856,330152,00:05:30.152,24.9,34.00,1.14,0.56,-0.05,1.27,774,24.0,2282,437,119
6206162,248739,6454901,01:47:34.901,330197,00:05:30.197,24.9,34.13,0.98,0.42,-0.09,1.07,774,24.0,2282,439,119
6206162,248784,6454946,01:47:34.946,330242,00:05:30.242,24.9,34.26,0.86,0.31,-0.16,0.93,777,24.0,2253,444,120
6206162,248831,6454993,01:47:34.993,330289,00:05:30.289,24.9,34.33,0.78,0.27,-0.31,0.88,777,24.0,2253,441,123
6206162,248876,6455038,01:47:35.038,330334,00:05:30.334,24.9,34.34,0.61,0.28,-0.33,0.75,777,24.0,2253,446,124
6206162,248921,6455083,01:47:35.083,330379,00:05:30.379,24.9,34.36,0.62,0.16,-0.34,0.72,777,24.0,2253,441,125
6206162,248966,6455128,01:47:35.128,330424,00:05:30.424,24.9,34.37,0.45,0.31,-0.41,0.68,777,24.0,2253,434,116
6206162,249011,6455173,01:47:35.173,330469,00:05:30.469,24.9,34.32,0.27,0.50,-0.38,0.68,777,24.0,2253,441,120
6206162,249056,6455218,01:47:35.218,330514,00:05:30.514,24.9,34.26,0.30,0.53,-0.47,0.77,777,24.0,2253,440,119
6206162,249101,6455263,01:47:35.263,330559,00:05:30.559,24.9,34.16,0.38,0.92,-0.58,1.15,777,24.0,2253,437,117
6206162,249146,6455308,01:47:35.308,330604,00:05:30.604,24.9,34.09,0.44,1.03,-0.52,1.23,777,24.0,2253,433,117
6206162,249191,6455353,01:47:35.353,330649,00:05:30.649,24.9,33.98,0.77,0.86,-0.52,1.27,777,24.0,2253,436,112
6206162,249238,6455400,01:47:35.400,330696,00:05:30.696,24.9,33.91,1.20,1.06,-0.27,1.62,777,24.0,2253,439,117
6206162,249283,6455445,01:47:35.445,330741,00:05:30.741,24.9,33.89,1.36,0.27,-0.27,1.41,777,24.0,2253,433,118
6206162,249328,6455490,01:47:35.490,330786,00:05:30.786,24.9,33.94,1.02,0.53,-0.34,1.20,777,24.0,2253,434,119
6206162,249386,6455548,01:47:35.548,330844,00:05:30.844,24.9,34.16,1.27,0.20,-0.14,1.29,777,24.0,2253,429,117
6206162,249431,6455593,01:47:35.593,330889,00:05:30.889,24.9,34.42,1.66,0.11,-0.27,1.69,777,24.0,2253,434,115
6206162,249476,6455638,01:47:35.638,330934,00:05:30.934,24.9,34.57,1.36,0.12,0.11,1.37,777,24.0,2253,432,114
6206162,249521,6455683,01:47:35.683,330979,00:05:30.979,24.9,34.71,1.03,-0.12,0.08,1.04,777,24.0,2253,438,115
6206162,249566,6455728,01:47:35.728,331024,00:05:31.024,24.9,34.87,1.30,-0.53,0.02,1.40,777,24.0,2253,440,119
6206162,249611,6455773,01:47:35.773,331069,00:05:31.069,24.9,34.92,1.23,-0.53,0.20,1.35,777,24.0,2253,441,119
6206162,249659,6455821,01:47:35.821,331117,00:05:31.117,24.9,34.96,1.25,-0.61,0.14,1.40,777,24.0,2253,442,118
6206162,249704,6455866,01:47:35.866,331162,00:05:31.162,24.9,35.02,1.19,-0.55,0.11,1.32,777,24.0,2253,436,117
6206162,249749,6455911,01:47:35.911,331207,00:05:31.207,24.9,34.98,1.06,-0.17,-0.03,1.07,777,24.0,2253,427,115
