"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
6206162,6343,6212505,01:43:32.505,87801,00:01:27.801,31.6,16.96,-0.34,-0.94,-0.56,1.15,281,31.1,10141,400,0
6206162,6388,6212550,01:43:32.550,87846,00:01:27.846,31.6,17.11,0.03,-0.98,-0.45,1.08,281,31.1,10141,400,0
6206162,6433,6212595,01:43:32.595,87891,00:01:27.891,31.6,17.09,0.00,-1.22,-0.47,1.31,281,31.1,10141,400,0
6206162,6478,6212640,01:43:32.640,87936,00:01:27.936,31.6,17.17,-0.64,-1.17,0.16,1.34,281,31.1,10141,400,0
6206162,6523,6212685,01:43:32.685,87981,00:01:27.981,31.5,17.19,-0.80,-1.28,-0.25,1.53,281,31.1,10141,400,0
6206162,6571,6212733,01:43:32.733,88029,00:01:28.029,31.6,17.28,-0.89,-1.52,0.02,1.76,281,31.1,10141,400,0
6206162,6616,6212778,01:43:32.778,88074,00:01:28.074,31.5,17.30,-1.61,-0.98,0.12,1.89,281,31.1,10141,400,0
6206162,6661,6212823,01:43:32.823,88119,00:01:28.119,31.5,17.34,-0.70,-0.69,0.03,0.98,281,31.1,10141,400,0
6206162,6706,6212868,01:43:32.868,88164,00:01:28.164,31.5,17.38,-1.02,-0.89,0.11,1.36,281,31.1,10141,400,0
6206162,6751,6212913,01:43:32.913,88209,00:01:28.209,31.5,17.38,-0.95,-0.73,0.09,1.20,281,31.1,10141,400,0
6206162,6796,6212958,01:43:32.958,88254,00:01:28.254,31.5,17.41,-1.02,-0.69,0.06,1.23,283,31.1,10096,400,0
6206162,6841,6213003,01:43:33.003,88299,00:01:28.299,31.5,17.39,-1.09,-0.89,0.05,1.41,283,31.1,10096,400,0
6206162,6886,6213048,01:43:33.048,88344,00:01:28.344,31.5,17.33,-0.83,-1.00,0.12,1.31,283,31.1,10096,400,0
6206162,6931,6213093,01:43:33.093,88389,00:01:28.389,31.5,17.34,-0.67,-1.03,0.05,1.23,283,31.1,10096,400,0
6206162,6976,6213138,01:43:33.138,88434,00:01:28.434,31.5,17.33,-0.81,-1.02,0.08,1.30,283,31.1,10096,400,0
6206162,7024,6213186,01:43:33.186,88482,00:01:28.482,31.5,17.28,-0.81,-0.98,0.00,1.27,283,31.1,10096,400,0
6206162,7069,6213231,01:43:33.231,88527,00:01:28.527,31.5,17.26,-0.62,-0.86,-0.03,1.06,283,31.1,10096,400,0
6206162,7114,6213276,01:43:33.276,88572,00:01:28.572,31.5,17.21,-0.83,-0.70,-0.06,1.09,283,31.1,10096,400,0
6206162,7159,6213321,01:43:33.321,88617,00:01:28.617,31.5,17.21,-0.73,-0.69,-0.12,1.01,283,31.1,10096,400,0
6206162,7204,6213366,01:43:33.366,88662,00:01:28.662,31.6,17.15,-0.73,-0.70,0.00,1.01,283,31.1,10096,400,0
6206162,7249,6213411,01:43:33.411,88707,00:01:28.707,31.6,17.15,-0.75,-0.64,-0.17,1.00,283,31.1,10096,400,0
6206162,7294,6213456,01:43:33.456,88752,00:01:28.752,31.6,17.18,-0.67,-0.52,-0.19,0.87,283,31.1,10096,400,0
6206162,7339,6213501,01:43:33.501,88797,00:01:28.797,31.6,17.20,-0.58,-0.72,-0.25,0.96,283,31.1,10096,400,0
6206162,7384,6213546,01:43:33.546,88842,00:01:28.842,31.5,17.22,-0.47,-0.69,-0.38,0.92,283,31.1,10096,400,0
6206162,7432,6213594,01:43:33.594,88890,00:01:28.890,31.5,17.31,-0.30,-0.59,-0.38,0.76,283,31.1,10096,400,0
6206162,7477,6213639,01:43:33.639,88935,00:01:28.935,31.5,17.43,-0.23,-0.70,-0.44,0.86,283,31.1,10096,400,0
6206162,7522,6213684,01:43:33.684,88980,00:01:28.980,31.6,17.49,-0.23,-0.73,-0.47,0.90,283,31.1,10096,400,0
6206162,7567,6213729,01:43:33.729,89025,00:01:29.025,31.5,17.53,-0.14,-0.73,-0.45,0.87,283,31.1,10096,400,0
6206162,7612,6213774,01:43:33.774,89070,00:01:29.070,31.6,17.61,-0.20,-0.91,-0.48,1.05,283,31.1,10096,400,0
6206162,7657,6213819,01:43:33.819,89115,00:01:29.115,31.6,17.58,-0.30,-0.80,-0.50,0.99,283,31.1,10096,400,0
6206162,7702,6213864,01:43:33.864,89160,00:01:29.160,31.6,17.54,-0.53,-0.86,-0.45,1.11,283,31.1,10096,400,0
6206162,7747,6213909,01:43:33.909,89205,00:01:29.205,31.6,17.53,-0.59,-0.67,-0.47,1.01,283,31.1,10096,400,0
6206162,7792,6213954,01:43:33.954,89250,00:01:29.250,31.5,17.50,-0.78,-0.84,-0.34,1.20,284,31.0,10061,400,0
6206162,7837,6213999,01:43:33.999,89295,00:01:29.295,31.6,17.43,-0.75,-0.53,-0.30,0.97,284,31.0,10061,400,0
6206162,7882,6214044,01:43:34.044,89340,00:01:29.340,31.5,17.39,-0.98,-0.30,-0.23,1.05,284,31.0,10061,400,0
6206162,7927,6214089,01:43:34.089,89385,00:01:29.385,31.5,17.30,-1.17,-0.61,-0.34,1.36,284,31.0,10061,400,0
6206162,7972,6214134,01:43:34.134,89430,00:01:29.430,31.5,17.24,-0.59,0.06,-0.28,0.66,284,31.0,10061,400,0
6206162,8017,6214179,01:43:34.179,89475,00:01:29.475,31.5,17.15,-0.94,0.17,-0.25,0.99,284,31.0,10061,400,0
6206162,8062,6214224,01:43:34.224,89520,00:01:29.520,31.5,17.04,-1.47,0.06,-0.38,1.52,284,31.0,10061,400,0
6206162,8107,6214269,01:43:34.269,89565,00:01:29.565,31.5,16.98,-1.22,-0.12,-0.22,1.25,284,31.0,10061,400,0
6206162,8152,6214314,01:43:34.314,89610,00:01:29.610,31.5,16.91,-1.16,-0.05,-0.16,1.17,284,31.0,10061,400,0
6206162,8197,6214359,01:43:34.359,89655,00:01:29.655,31.5,16.91,-1.25,-0.48,-0.14,1.35,284,31.0,10061,400,0
6206162,8242,6214404,01:43:34.404,89700,00:01:29.700,31.5,16.91,-1.27,-0.39,-0.08,1.33,284,31.0,10061,400,0
6206162,8290,6214452,01:43:34.452,89748,00:01:29.748,31.5,16.89,-1.12,-0.36,-0.09,1.18,284,31.0,10061,400,0
6206162,8335,6214497,01:43:34.497,89793,00:01:29.793,31.5,16.91,-1.19,-0.50,-0.05,1.29,284,31.0,10061,400,0
6206162,8380,6214542,01:43:34.542,89838,00:01:29.838,31.5,16.87,-1.17,-0.66,-0.16,1.35,284,31.0,10061,400,0
6206162,8425,6214587,01:43:34.587,89883,00:01:29.883,31.5,16.86,-1.27,-0.61,-0.08,1.41,284,31.0,10061,400,0
6206162,8470,6214632,01:43:34.632,89928,00:01:29.928,31.5,16.87,-1.20,-0.75,0.02,1.42,284,31.0,10061,400,0
6206162,8515,6214677,01:43:34.677,89973,00:01:29.973,31.5,16.85,-1.09,-0.56,-0.09,1.23,284,31.0,10061,400,0
6206162,8560,6214722,01:43:34.722,90018,00:01:30.018,31.5,16.78,-1.34,-0.69,-0.16,1.52,284,31.0,10061,400,0
6206162,8605,6214767,01:43:34.767,90063,00:01:30.063,31.5,16.74,-1.38,-0.67,-0.09,1.54,284,31.0,10061,400,0
6206162,8650,6214812,01:43:34.812,90108,00:01:30.108,31.5,16.68,-1.41,-0.72,-0.05,1.58,284,31.0,10061,400,0
6206162,8698,6214860,01:43:34.860,90156,00:01:30.156,31.5,16.57,-1.06,-0.59,-0.06,1.21,284,31.0,10061,400,0
6206162,8743,6214905,01:43:34.905,90201,00:01:30.201,31.5,16.49,-1.08,-0.44,-0.11,1.17,284,31.0,10061,400,0
6206162,8788,6214950,01:43:34.950,90246,00:01:30.246,31.5,16.38,-0.92,-0.58,-0.09,1.09,286,31.0,10019,400,0
6206162,8833,6214995,01:43:34.995,90291,00:01:30.291,31.5,16.22,-0.88,-0.53,-0.11,1.03,286,31.0,10019,400,0
6206162,8878,6215040,01:43:35.040,90336,00:01:30.336,31.5,16.02,-0.67,-0.48,-0.12,0.83,286,31.0,10019,400,0
6206162,8923,6215085,01:43:35.085,90381,00:01:30.381,31.5,15.82,-0.88,-0.64,-0.23,1.11,286,31.0,10019,400,0
6206162,8968,6215130,01:43:35.130,90426,00:01:30.426,31.5,15.56,-0.70,-0.50,-0.25,0.90,286,31.0,10019,400,0
6206162,9013,6215175,01:43:35.175,90471,00:01:30.471,31.5,15.24,-0.62,-0.42,-0.30,0.81,286,31.0,10019,400,0
6206162,9058,6215220,01:43:35.220,90516,00:01:30.516,31.5,14.96,-0.53,-0.42,-0.34,0.76,286,31.0,10019,400,0
6206162,9103,6215265,01:43:35.265,90561,00:01:30.561,31.5,14.79,-0.83,-0.45,-0.34,1.00,286,31.0,10019,400,0
6206162,9148,6215310,01:43:35.310,90606,00:01:30.606,31.5,14.63,-0.61,-0.34,-0.48,0.85,286,31.0,10019,400,0
6206162,9193,6215355,01:43:35.355,90651,00:01:30.651,31.5,14.56,-1.12,-0.12,0.05,1.13,286,31.0,10019,400,0
6206162,9238,6215400,01:43:35.400,90696,00:01:30.696,31.4,14.66,-0.77,-0.22,-0.39,0.89,286,31.0,10019,400,0
6206162,9283,6215445,01:43:35.445,90741,00:01:30.741,31.4,14.83,-0.45,-0.45,-0.45,0.78,286,31.0,10019,400,0
6206162,9328,6215490,01:43:35.490,90786,00:01:30.786,31.4,15.03,-0.36,-0.22,-0.52,0.67,286,31.0,10019,400,0
6206162,9373,6215535,01:43:35.535,90831,00:01:30.831,31.4,15.17,-0.48,-0.17,-0.62,0.80,286,31.0,10019,400,0
6206162,9418,6215580,01:43:35.580,90876,00:01:30.876,31.4,15.37,-0.41,0.02,-0.64,0.76,286,31.0,10019,400,0
6206162,9463,6215625,01:43:35.625,90921,00:01:30.921,31.4,15.49,-0.47,0.02,-0.58,0.75,286,31.0,10019,400,0
6206162,9508,6215670,01:43:35.670,90966,00:01:30.966,31.4,15.60,-0.34,0.12,-0.53,0.64,286,31.0,10019,400,0
6206162,9555,6215717,01:43:35.717,91013,00:01:31.013,31.4,15.69,-0.44,0.28,-0.64,0.83,286,31.0,10019,400,0
6206162,9609,6215771,01:43:35.771,91067,00:01:31.067,31.4,15.76,-0.50,0.50,-0.45,0.84,286,31.0,10019,400,0
6206162,9655,6215817,01:43:35.817,91113,00:01:31.113,31.4,15.85,-0.67,0.81,-0.55,1.19,286,31.0,10019,400,0
6206162,9700,6215862,01:43:35.862,91158,00:01:31.158,31.4,15.81,-0.44,1.08,-0.50,1.27,286,31.0,10019,400,0
6206162,9745,6215907,01:43:35.907,91203,00:01:31.203,31.4,15.79,-0.56,0.95,-0.45,1.19,286,31.0,10019,400,0
6206162,9790,6215952,01:43:35.952,91248,00:01:31.248,31.4,15.74,-1.19,0.94,-0.34,1.55,287,30.9,9984,400,0
6206162,9835,6215997,01:43:35.997,91293,00:01:31.293,31.4,15.73,-0.88,1.08,-0.19,1.41,287,30.9,9984,400,0
6206162,9880,6216042,01:43:36.042,91338,00:01:31.338,31.4,15.62,-1.55,0.33,-0.03,1.59,287,30.9,9984,400,0
6206162,9925,6216087,01:43:36.087,91383,00:01:31.383,31.4,15.59,-1.23,0.56,-0.20,1.37,287,30.9,9984,400,0
6206162,9973,6216135,01:43:36.135,91431,00:01:31.431,31.4,15.50,-1.11,0.12,0.09,1.12,287,30.9,9984,400,0
6206162,10018,6216180,01:43:36.180,91476,00:01:31.476,31.4,15.48,-0.88,-0.08,0.02,0.88,287,30.9,9984,400,0
6206162,10063,6216225,01:43:36.225,91521,00:01:31.521,31.4,15.39,-0.92,-0.12,0.08,0.93,287,30.9,9984,400,0
6206162,10108,6216270,01:43:36.270,91566,00:01:31.566,31.4,15.35,-1.30,-0.30,0.23,1.35,287,30.9,9984,400,0
6206162,10153,6216315,01:43:36.315,91611,00:01:31.611,31.5,15.35,-1.16,-0.23,0.22,1.20,287,30.9,9984,400,0
6206162,10198,6216360,01:43:36.360,91656,00:01:31.656,31.4,15.39,-1.23,-0.28,0.27,1.29,287,30.9,9984,400,0
6206162,10243,6216405,01:43:36.405,91701,00:01:31.701,31.4,15.41,-1.22,-0.42,0.23,1.31,287,30.9,9984,400,0
6206162,10288,6216450,01:43:36.450,91746,00:01:31.746,31.4,15.47,-1.42,-0.45,0.30,1.52,287,30.9,9984,400,0
6206162,10333,6216495,01:43:36.495,91791,00:01:31.791,31.4,15.56,-1.20,-0.25,0.41,1.29,287,30.9,9984,400,0
6206162,10378,6216540,01:43:36.540,91836,00:01:31.836,31.4,15.55,-1.41,0.22,0.30,1.46,287,30.9,9984,400,0
6206162,10426,6216588,01:43:36.588,91884,00:01:31.884,31.5,15.57,-1.22,0.11,0.27,1.25,287,30.9,9984,400,0
6206162,10471,6216633,01:43:36.633,91929,00:01:31.929,31.4,15.54,-1.09,-0.28,0.19,1.14,287,30.9,9984,400,0
6206162,10516,6216678,01:43:36.678,91974,00:01:31.974,31.4,15.51,-1.05,-0.19,0.19,1.08,287,30.9,9984,400,0
6206162,10561,6216723,01:43:36.723,92019,00:01:32.019,31.4,15.36,-1.14,-0.27,0.02,1.17,287,30.9,9984,400,0
6206162,10606,6216768,01:43:36.768,92064,00:01:32.064,31.4,15.16,-0.84,-0.23,0.09,0.88,287,30.9,9984,400,0
6206162,10651,6216813,01:43:36.813,92109,00:01:32.109,31.4,14.88,-0.81,-0.36,-0.03,0.89,287,30.9,9984,400,0
6206162,10696,6216858,01:43:36.858,92154,00:01:32.154,31.4,14.48,-0.70,-0.42,-0.17,0.83,287,30.9,9984,400,0
6206162,10741,6216903,01:43:36.903,92199,00:01:32.199,31.4,14.29,-0.45,-0.56,-0.25,0.76,287,30.9,9984,400,0
6206162,10786,6216948,01:43:36.948,92244,00:01:32.244,31.4,14.68,-0.39,-0.94,-0.23,1.04,289,30.9,9932,400,0
6206162,10834,6216996,01:43:36.996,92292,00:01:32.292,31.5,15.21,-1.33,0.14,0.58,1.46,289,30.9,9932,400,0
6206162,10879,6217041,01:43:37.041,92337,00:01:32.337,31.4,15.66,-0.03,-1.02,-0.30,1.06,289,30.9,9932,400,0
6206162,10924,6217086,01:43:37.086,92382,00:01:32.382,31.4,15.96,-0.78,-1.08,-0.02,1.33,289,30.9,9932,400,0
6206162,10969,6217131,01:43:37.131,92427,00:01:32.427,31.4,16.17,-0.84,-0.97,0.06,1.28,289,30.9,9932,400,0
6206162,11014,6217176,01:43:37.176,92472,00:01:32.472,31.4,16.23,-1.11,-1.14,0.23,1.61,289,30.9,9932,400,0
6206162,11059,6217221,01:43:37.221,92517,00:01:32.517,31.4,16.27,-1.22,-1.03,0.25,1.62,289,30.9,9932,400,0
6206162,11104,6217266,01:43:37.266,92562,00:01:32.562,31.4,16.16,-1.25,-1.00,0.33,1.63,289,30.9,9932,400,0
6206162,11149,6217311,01:43:37.311,92607,00:01:32.607,31.4,16.15,-1.33,-0.77,0.20,1.55,289,30.9,9932,400,0
6206162,11194,6217356,01:43:37.356,92652,00:01:32.652,31.4,16.01,-1.30,-0.70,0.20,1.49,289,30.9,9932,400,0
6206162,11242,6217404,01:43:37.404,92700,00:01:32.700,31.4,15.92,-1.23,-0.81,0.17,1.48,289,30.9,9932,400,0
6206162,11287,6217449,01:43:37.449,92745,00:01:32.745,31.4,15.81,-1.17,-0.66,0.16,1.35,289,30.9,9932,400,0
6206162,11332,6217494,01:43:37.494,92790,00:01:32.790,31.4,15.77,-0.95,-0.83,0.12,1.27,289,30.9,9932,400,0
6206162,11377,6217539,01:43:37.539,92835,00:01:32.835,31.4,15.74,-0.98,-0.72,0.14,1.22,289,30.9,9932,400,0
6206162,11422,6217584,01:43:37.584,92880,00:01:32.880,31.4,15.70,-0.78,-0.88,0.08,1.18,289,30.9,9932,400,0
6206162,11467,6217629,01:43:37.629,92925,00:01:32.925,31.4,15.74,-0.78,-1.00,0.08,1.27,289,30.9,9932,400,0
6206162,11512,6217674,01:43:37.674,92970,00:01:32.970,31.4,15.74,-0.52,-0.78,-0.06,0.94,289,30.9,9932,400,0
6206162,11557,6217719,01:43:37.719,93015,00:01:33.015,31.4,15.78,-0.48,-0.81,-0.17,0.96,289,30.9,9932,400,0
6206162,11602,6217764,01:43:37.764,93060,00:01:33.060,31.4,15.79,-0.28,-0.84,-0.22,0.91,289,30.9,9932,400,0
6206162,11656,6217818,01:43:37.818,93114,00:01:33.114,31.4,15.75,-0.03,-0.66,-0.31,0.73,289,30.9,9932,400,0
6206162,11704,6217866,01:43:37.866,93162,00:01:33.162,31.4,15.80,-0.14,-0.81,-0.48,0.95,289,30.9,9932,400,0
6206162,11749,6217911,01:43:37.911,93207,00:01:33.207,31.4,15.73,-0.08,-0.70,-0.16,0.72,289,30.9,9932,400,0
6206162,11794,6217956,01:43:37.956,93252,00:01:33.252,31.4,15.67,-0.12,-1.03,-0.28,1.07,291,30.9,9894,400,0
6206162,11839,6218001,01:43:38.001,93297,00:01:33.297,31.4,15.63,-0.47,-0.98,-0.34,1.14,291,30.9,9894,400,0
6206162,11884,6218046,01:43:38.046,93342,00:01:33.342,31.4,15.57,-0.36,-0.84,-0.25,0.95,291,30.9,9894,400,0
6206162,11929,6218091,01:43:38.091,93387,00:01:33.387,31.4,15.49,-0.34,-1.19,-0.12,1.24,291,30.9,9894,400,0
6206162,11974,6218136,01:43:38.136,93432,00:01:33.432,31.4,15.41,-0.34,-1.00,-0.12,1.06,291,30.9,9894,400,0
6206162,12019,6218181,01:43:38.181,93477,00:01:33.477,31.4,15.34,-0.64,-0.64,0.14,0.92,291,30.9,9894,400,0
6206162,12064,6218226,01:43:38.226,93522,00:01:33.522,31.4,15.29,-0.81,-0.89,0.25,1.23,291,30.9,9894,400,0
6206162,12112,6218274,01:43:38.274,93570,00:01:33.570,31.4,15.22,-0.97,-0.53,0.19,1.12,291,30.9,9894,400,0
6206162,12157,6218319,01:43:38.319,93615,00:01:33.615,31.4,15.16,-0.94,-0.61,0.17,1.13,291,30.9,9894,400,0
6206162,12202,6218364,01:43:38.364,93660,00:01:33.660,31.3,15.11,-0.98,-0.66,0.20,1.20,291,30.9,9894,400,0
6206162,12247,6218409,01:43:38.409,93705,00:01:33.705,31.3,15.06,-1.02,-0.48,0.16,1.14,291,30.9,9894,400,0
6206162,12292,6218454,01:43:38.454,93750,00:01:33.750,31.3,15.01,-1.11,-0.50,0.16,1.23,291,30.9,9894,400,0
6206162,12337,6218499,01:43:38.499,93795,00:01:33.795,31.3,15.00,-1.00,-0.50,0.22,1.14,291,30.9,9894,400,0
6206162,12382,6218544,01:43:38.544,93840,00:01:33.840,31.3,14.95,-0.98,-0.62,0.23,1.18,291,30.9,9894,400,0
6206162,12427,6218589,01:43:38.589,93885,00:01:33.885,31.3,14.98,-0.94,-0.53,0.19,1.10,291,30.9,9894,400,0
6206162,12472,6218634,01:43:38.634,93930,00:01:33.930,31.3,14.99,-0.91,-0.41,0.12,1.01,291,30.9,9894,400,0
6206162,12520,6218682,01:43:38.682,93978,00:01:33.978,31.3,14.99,-0.75,-0.55,0.05,0.93,291,30.9,9894,400,0
6206162,12565,6218727,01:43:38.727,94023,00:01:34.023,31.3,15.03,-0.67,-0.91,-0.06,1.13,291,30.9,9894,400,0
6206162,12610,6218772,01:43:38.772,94068,00:01:34.068,31.3,14.97,-0.70,-0.77,-0.02,1.04,291,30.9,9894,400,0
6206162,12655,6218817,01:43:38.817,94113,00:01:34.113,31.3,14.94,-0.64,-0.94,-0.16,1.15,291,30.9,9894,400,0
6206162,12700,6218862,01:43:38.862,94158,00:01:34.158,31.3,14.80,-0.69,-0.77,-0.20,1.05,291,30.9,9894,400,0
6206162,12745,6218907,01:43:38.907,94203,00:01:34.203,31.3,14.63,-0.55,-0.73,-0.23,0.94,291,30.9,9894,400,0
6206162,12790,6218952,01:43:38.952,94248,00:01:34.248,31.3,14.49,-0.39,-0.64,-0.30,0.81,292,30.8,9853,400,0
6206162,12835,6218997,01:43:38.997,94293,00:01:34.293,31.3,14.28,-0.44,-0.61,-0.39,0.85,292,30.8,9853,400,0
6206162,12880,6219042,01:43:39.042,94338,00:01:34.338,31.3,13.98,-0.44,-0.52,-0.47,0.83,292,30.8,9853,400,0
6206162,12928,6219090,01:43:39.090,94386,00:01:34.386,31.3,13.74,-0.55,-0.30,-0.39,0.74,292,30.8,9853,400,0
6206162,12973,6219135,01:43:39.135,94431,00:01:34.431,31.3,13.60,-0.59,-0.36,-0.59,0.91,292,30.8,9853,400,0
6206162,13018,6219180,01:43:39.180,94476,00:01:34.476,31.3,13.55,-0.61,-0.14,-0.64,0.90,292,30.8,9853,400,0
6206162,13063,6219225,01:43:39.225,94521,00:01:34.521,31.3,13.63,-0.44,-0.14,-0.66,0.81,292,30.8,9853,400,0
6206162,13108,6219270,01:43:39.270,94566,00:01:34.566,31.3,13.77,-0.31,-0.11,-0.61,0.69,292,30.8,9853,400,0
6206162,13153,6219315,01:43:39.315,94611,00:01:34.611,31.3,13.95,-0.30,-0.06,-0.52,0.60,292,30.8,9853,400,0
6206162,13198,6219360,01:43:39.360,94656,00:01:34.656,31.3,14.16,-0.20,-0.09,-0.62,0.66,292,30.8,9853,400,0
6206162,13243,6219405,01:43:39.405,94701,00:01:34.701,31.3,14.39,-0.06,-0.12,-0.59,0.61,292,30.8,9853,400,0
6206162,13288,6219450,01:43:39.450,94746,00:01:34.746,31.3,14.60,0.06,-0.08,-0.56,0.57,292,30.8,9853,400,0
6206162,13336,6219498,01:43:39.498,94794,00:01:34.794,31.3,14.80,0.17,-0.05,-0.69,0.71,292,30.8,9853,400,0
6206162,13381,6219543,01:43:39.543,94839,00:01:34.839,31.3,14.95,0.19,-0.08,-0.50,0.54,292,30.8,9853,400,0
6206162,13426,6219588,01:43:39.588,94884,00:01:34.884,31.3,15.16,0.38,-0.19,-0.62,0.75,292,30.8,9853,400,0
6206162,13471,6219633,01:43:39.633,94929,00:01:34.929,31.3,15.32,0.55,-0.23,-0.56,0.82,292,30.8,9853,400,0
6206162,13516,6219678,01:43:39.678,94974,00:01:34.974,31.3,15.45,0.80,-0.58,-0.58,1.15,292,30.8,9853,400,0
6206162,13561,6219723,01:43:39.723,95019,00:01:35.019,31.3,15.58,0.77,0.34,-0.52,0.99,292,30.8,9853,400,0
6206162,13606,6219768,01:43:39.768,95064,00:01:35.064,31.3,15.63,1.06,-0.52,-0.55,1.30,292,30.8,9853,400,0
6206162,13651,6219813,01:43:39.813,95109,00:01:35.109,31.3,15.74,1.12,-0.58,-0.39,1.32,292,30.8,9853,400,0
6206162,13696,6219858,01:43:39.858,95154,00:01:35.154,31.3,15.76,0.97,-0.86,-0.25,1.32,292,30.8,9853,400,0
6206162,13741,6219903,01:43:39.903,95199,00:01:35.199,31.3,15.82,0.81,-0.97,-0.62,1.41,292,30.8,9853,400,0
6206162,13789,6219951,01:43:39.951,95247,00:01:35.247,31.3,15.85,0.45,-1.77,-0.03,1.83,294,30.8,9820,400,0
6206162,13834,6219996,01:43:39.996,95292,00:01:35.292,31.3,15.84,0.83,-0.89,-0.11,1.22,294,30.8,9820,400,0
6206162,13879,6220041,01:43:40.041,95337,00:01:35.337,31.3,15.82,0.55,-1.39,-0.16,1.50,294,30.8,9820,400,0
6206162,13924,6220086,01:43:40.086,95382,00:01:35.382,31.3,15.78,0.41,-1.33,0.03,1.39,294,30.8,9820,400,0
6206162,13969,6220131,01:43:40.131,95427,00:01:35.427,31.3,15.72,0.34,-1.33,0.14,1.38,294,30.8,9820,400,0
6206162,14014,6220176,01:43:40.176,95472,00:01:35.472,31.3,15.63,0.02,-1.08,0.11,1.09,294,30.8,9820,400,0
6206162,14059,6220221,01:43:40.221,95517,00:01:35.517,31.3,15.58,0.27,-0.91,0.11,0.96,294,30.8,9820,400,0
6206162,14104,6220266,01:43:40.266,95562,00:01:35.562,31.3,15.55,0.22,-1.05,0.28,1.11,294,30.8,9820,400,0
6206162,14149,6220311,01:43:40.311,95607,00:01:35.607,31.3,15.55,-0.14,-1.27,0.09,1.28,294,30.8,9820,400,0
6206162,14197,6220359,01:43:40.359,95655,00:01:35.655,31.3,15.60,0.09,-1.27,0.20,1.29,294,30.8,9820,400,0
6206162,14242,6220404,01:43:40.404,95700,00:01:35.700,31.3,15.69,-0.03,-1.28,0.20,1.30,294,30.8,9820,400,0
6206162,14287,6220449,01:43:40.449,95745,00:01:35.745,31.3,15.82,0.17,-1.31,0.12,1.33,294,30.8,9820,400,0
6206162,14332,6220494,01:43:40.494,95790,00:01:35.790,31.3,15.93,0.52,-1.19,0.14,1.31,294,30.8,9820,400,0
6206162,14377,6220539,01:43:40.539,95835,00:01:35.835,31.3,16.06,0.66,-1.03,0.08,1.23,294,30.8,9820,400,0
6206162,14422,6220584,01:43:40.584,95880,00:01:35.880,31.3,16.11,0.61,-0.84,0.05,1.04,294,30.8,9820,400,0
6206162,14467,6220629,01:43:40.629,95925,00:01:35.925,31.3,16.14,0.44,-0.84,-0.02,0.95,294,30.8,9820,400,0
6206162,14512,6220674,01:43:40.674,95970,00:01:35.970,31.3,16.18,0.53,-0.94,-0.22,1.10,294,30.8,9820,400,0
6206162,14557,6220719,01:43:40.719,96015,00:01:36.015,31.3,16.09,0.56,-0.64,-0.30,0.90,294,30.8,9820,400,0
6206162,14605,6220767,01:43:40.767,96063,00:01:36.063,31.3,15.97,0.66,-0.44,-0.36,0.87,294,30.8,9820,400,0
6206162,14650,6220812,01:43:40.812,96108,00:01:36.108,31.3,15.81,0.64,-0.44,-0.48,0.91,294,30.8,9820,400,0
6206162,14695,6220857,01:43:40.857,96153,00:01:36.153,31.3,15.65,0.56,-0.67,-0.56,1.04,294,30.8,9820,400,0
6206162,14740,6220902,01:43:40.902,96198,00:01:36.198,31.3,15.48,0.78,-0.62,-0.38,1.07,294,30.8,9820,400,0
6206162,14785,6220947,01:43:40.947,96243,00:01:36.243,31.3,15.38,0.14,-1.16,-0.45,1.25,295,30.8,9779,400,0
6206162,14830,6220992,01:43:40.992,96288,00:01:36.288,31.3,15.34,0.11,-1.08,-0.52,1.20,295,30.8,9779,400,0
6206162,14875,6221037,01:43:41.037,96333,00:01:36.333,31.3,15.39,-0.30,-1.25,-0.05,1.29,295,30.8,9779,400,0
6206162,14920,6221082,01:43:41.082,96378,00:01:36.378,31.3,15.40,-1.02,-1.52,0.09,1.83,295,30.8,9779,400,0
6206162,14965,6221127,01:43:41.127,96423,00:01:36.423,31.3,15.42,-0.91,-0.80,0.11,1.22,295,30.8,9779,400,0
6206162,15010,6221172,01:43:41.172,96468,00:01:36.468,31.3,14.92,-1.08,-0.55,0.23,1.23,295,30.8,9779,400,0
6206162,15058,6221220,01:43:41.220,96516,00:01:36.516,31.3,15.12,-1.27,-0.42,0.48,1.42,295,30.8,9779,400,0
6206162,15103,6221265,01:43:41.265,96561,00:01:36.561,31.3,15.05,-1.06,-0.16,0.22,1.09,295,30.8,9779,400,0
6206162,15148,6221310,01:43:41.310,96606,00:01:36.606,31.3,15.10,-1.83,-0.22,0.33,1.87,295,30.8,9779,400,0
6206162,15193,6221355,01:43:41.355,96651,00:01:36.651,31.3,15.01,-1.12,0.17,0.30,1.17,295,30.8,9779,400,0
6206162,15269,6221431,01:43:41.431,96727,00:01:36.727,31.2,14.48,-1.31,0.34,0.31,1.39,295,30.8,9779,400,0
6206162,15315,6221477,01:43:41.477,96773,00:01:36.773,31.2,15.16,-1.31,0.03,0.31,1.35,295,30.8,9779,400,0
6206162,15360,6221522,01:43:41.522,96818,00:01:36.818,31.2,15.03,-1.53,-0.06,0.33,1.57,295,30.8,9779,400,0
